DateTime,AddedIPs,RemovedIPs
1536725146,29,7
1536727004,21,2
1536728937,11,3
1536730826,7,2
1536732776,9,3
1536734676,3,3
1536736622,8,0
1536738519,7,2
1536740431,7,3
1536742353,4,3
1536744303,9,2
1536746226,6,1
1536748123,10,5
1536750995,9,1
1536752914,3,2
1536754833,6,1
1536756746,8,1
1536758673,6,0
1536760588,8,5
1536762507,3,1
1536764679,7,0
1536766533,5,0
1536768789,4,7
1536770686,8,1
1536772599,2,3
1536774529,6,30
1536776425,3,6
1536778370,10,9
1536780269,8,7
1536782205,5,7
1536784106,14,7
1536786093,6,12
1536787951,5,7
1536789887,1,6
1536791789,5,7
1536793712,6,15
1536795623,3,3
1536797542,4,2
1536799464,3,9
1536801401,6,7
1536803304,4,7
1536805225,7,3
1536807158,4,8
1536809065,6,3
1536811020,1,6
1536812903,5,38
1536814880,6,11
1536816749,2,8
1536818666,2,7
1536820592,3,7
1536822498,6,7
1536824412,9,4
1536826354,6,7
1536828252,3,6
1536830177,3,3
1536832113,2,8
1536834021,6,9
1536835947,6,10
1536837854,6,3
1536839772,8,2
1536841968,4,10
1536843879,4,8
1536846288,3,10
1536848202,3,4
1536850124,4,8
1536852047,3,10
1536853940,5,2
1536855887,1,8
1536857787,7,7
1536859720,4,6
1536861700,4,4
1536863565,5,7
1536865508,5,5
1536867386,3,9
1536869330,13,9
1536871247,4,14
1536873133,8,3
1536875074,5,7
1536877250,1,4
1536879151,5,7
1536881079,5,8
1536883252,7,3
1536885137,8,5
1536887338,3,5
1536889250,2,4
1536891158,3,7
1536893059,2,7
1536895031,3,4
1536896903,5,2
1536898859,30,3
1536900749,1,9
1536902687,6,3
1536904598,5,3
1536906530,5,2
1536908487,3,8
1536910622,5,9
1536912554,6,5
1536914464,3,7
1536916363,2,2
1536918283,9,3
1536920221,8,6
1536922103,5,6
1536924072,9,6
1536925955,18,8
1536928131,6,4
1536930095,5,4
1536931969,5,2
1536933873,9,5
1536935776,6,3
1536937744,4,3
1536939896,8,5
1536941805,7,4
1536943711,7,4
1536945631,4,6
1536947568,16,5
1536949471,6,3
1536951398,10,6
1536953333,12,3
1536955281,10,13
1536957160,12,1
1536959090,9,8
1536961019,8,6
1536962918,11,3
1536964869,14,2
1536967018,7,7
1536968900,17,6
1536970843,9,6
1536972766,12,5
1536974686,7,2
1536976574,11,3
1536978502,7,3
1536980502,10,3
1536982363,5,1
1536984333,12,34
1536986186,9,1
1536988128,10,2
1536990056,13,8
1536992217,11,4
1536994355,9,5
1536996516,8,4
1536998491,12,4
1537000366,3,4
1537002284,7,4
1537004209,3,6
1537006110,8,5
1537008050,11,7
1537009959,6,5
1537011878,8,9
1537013841,4,8
1537015974,10,7
1537017875,7,5
1537019805,5,7
1537021710,7,4
1537023692,3,3
1537025560,4,5
1537027548,7,7
1537029638,10,7
1537031577,8,6
1537033469,2,10
1537035425,10,9
1537037299,10,7
1537039255,3,6
1537041154,7,3
1537043084,6,10
1537044981,4,8
1537046942,6,8
1537048932,8,10
1537050775,8,7
1537052678,2,11
1537054628,4,13
1537056538,2,10
1537058451,9,11
1537060351,6,5
1537062289,5,10
1537064200,10,7
1537066104,5,9
1537068039,4,9
1537069951,4,6
1537071887,6,8
1537073779,2,5
1537075719,3,13
1537077692,6,11
1537079570,7,7
1537081484,8,5
1537083525,2,9
1537085342,6,11
1537087241,6,3
1537089164,6,9
1537091349,6,9
1537093257,5,8
1537095147,2,9
1537097092,7,7
1537098993,4,5
1537100934,7,10
1537102883,5,4
