DateTime,AddedIPs,RemovedIPs
1536521785,28,33
1536523713,21,28
1536525619,24,22
1536527542,22,23
1536529467,32,21
1536531391,37,32
1536533298,50,35
1536535227,24,53
1536537135,20,26
1536539058,48,18
1536540983,31,49
1536542898,46,32
1536544833,18,46
1536546746,59,18
1536548675,42,59
1536550571,57,37
1536552493,29,58
1536554439,40,28
1536556331,52,42
1536558274,46,50
1536560184,50,48
1536562357,39,45
1536564267,51,43
1536566195,23,54
1536568091,38,21
1536570053,37,39
1536571953,15,37
1536573867,21,16
1536575772,19,22
1536577713,17,18
1536579626,27,15
1536581560,21,28
1536583458,44,19
1536585383,32,45
1536587310,37,33
1536589239,34,39
1536591154,25,34
1536593070,45,23
1536594991,27,45
1536596915,45,25
1536598849,20,46
1536600754,18,21
1536602664,26,20
1536604601,27,24
1536608435,19,28
1536610340,27,19
1536612257,33,25
1536616343,28,35
1536618253,48,26
1536621152,25,51
1536624990,41,23
1536626907,55,41
1536630735,45,55
1536632670,38,41
1536634571,29,38
1536636513,56,31
1536638440,29,55
1536640338,46,26
1536642275,39,42
1536644169,51,44
1536646111,44,49
1536648009,27,43
1536649960,49,31
1536651854,47,50
1536653793,29,49
1536655695,42,30
1536657640,19,42
1536659535,28,20
1536661466,22,29
1536663375,19,23
1536665306,24,17
1536667264,53,24
1536669146,24,47
1536671061,24,28
1536672995,42,22
1536674914,32,42
1536676828,13,34
1536678997,20,13
1536680913,30,21
1536682829,33,33
1536684737,27,31
1536686683,48,25
1536688590,18,52
1536692429,22,14
1536694341,23,22
1536696275,28,23
1536698183,29,29
1536700108,43,27
1536702016,19,46
1536703940,43,18
1536705861,50,42
1536707781,44,48
1536709700,44,43
1536711614,47,46
1536713559,44,44
1536715466,49,48
1536717380,61,48
1536719291,49,58
1536721251,53,49
1536723139,56,52
1536725084,39,58
1536726986,53,39
1536728915,57,53
1536732754,57,62
1536734656,68,57
1536736605,65,67
1536738505,64,63
1536740414,31,68
1536742337,47,30
1536744274,23,47
1536748100,26,22
1536750031,34,28
1536751947,41,32
1536753863,23,39
1536759615,34,24
1536763470,56,35
1536765373,37,53
1536767306,45,38
1536774978,28,47
1536778837,32,28
1536782670,31,33
1536784572,57,27
1536786519,21,57
1536788427,36,25
1536790343,28,35
1536792253,49,29
1536794204,31,47
1536796094,36,29
1536798036,41,40
1536799954,25,40
1536801882,41,24
1536803781,33,40
1536805695,57,33
1536809555,28,58
1536813398,36,27
1536817232,56,33
1536819150,58,57
1536823232,52,63
1536825148,42,50
1536827067,43,46
1536828995,60,39
1536831142,26,62
1536834968,17,27
1536836903,22,18
1536839059,18,22
1536841002,56,18
1536842894,53,52
1536848658,61,55
1536850576,23,59
