DateTime,AddedIPs,RemovedIPs
1536721311,1,0
1536723159,23,2
1536725152,2,5
1536727008,2,1
1536728941,3,0
1536730841,2,2
1536734680,1,14
1536736628,0,18
1536738524,1,10
1536740459,2,0
1536742362,2,1
1536744308,5,0
1536746230,2,0
1536748128,2,2
1536750059,1,2
1536751956,0,2
1536753873,1,2
1536755798,11,0
1536757707,4,1
1536759624,1,2
1536761556,1,0
1536763492,7,2
1536765378,1,2
1536767311,2,3
1536769252,1,0
1536771163,7,0
1536773081,5,0
1536774983,3,3
1536776924,1,2918
1536778893,6,2
1536780763,5,2
1536782682,7,1
1536784578,4,1
1536786530,1,3
1536788438,3,5
1536790348,34,5
1536792258,31,6
1536794241,5,4
1536796099,2,1
1536798047,7,0
1536799965,4,3
1536801896,3,3
1536803786,6,1
1536805707,2,1
1536807692,7,1
1536809567,7,2
1536811473,6,0
1536813410,10,2
1536815334,5,3
1536817245,3,1
1536819163,6,0
1536821091,3,1
1536823237,1,1
1536825164,1,1
1536827099,3,2
1536829008,5,4
1536831148,2,6
1536833056,4,2
1536834972,4,2
1536836915,1,0
1536839080,2,2
1536841025,3,52
1536842907,1,2
1536844834,10,4
1536846783,14,1
1536848671,10,2
1536850589,16,10
1536852504,8,2
1536854487,5,0
1536856362,2,1
1536858323,4,3
1536860210,2,7
1536862113,2,1
1536864027,3,4
1536865957,4,3
1536867889,3,2
1536869802,5,5
1536871971,12,5
1536873866,4,3
1536875801,8,8
1536877707,4,39
1536879702,1,12
1536881542,15,4
1536883498,2,8
1536885426,3,3
1536887343,1,2
1536889255,3,7
1536891162,1,4
1536893063,1,1
1536895035,2,4
1536896907,2,7
1536898863,7,14
1536900752,5,3
1536902691,7,6
1536904601,9,10
1536906534,10,5
1536908491,5,4
1536910627,6,2
1536912558,12,0
1536914473,2,4
1536916367,5,4
1536918288,8,4
1536920233,4,6
1536922106,4,5
1536924076,7,4
1536925959,1,0
1536928136,3,2
1536930100,5,6
1536931972,2,16
1536933877,3,10
1536935780,5,12
1536937748,3,10
1536939900,1,7
1536941810,2,0
1536943725,1,1
1536945648,2,2
1536947571,3,3
1536949483,2,4
1536953338,1,7
1536955286,1,9
1536957165,1,3
1536959096,9,12
1536961023,5,4
1536962922,5,6
1536964875,4,5
1536967030,11,3
1536968904,7,15
1536970855,2,5
1536972771,5,2
1536974697,5,5
1536976578,4,1
1536978507,2,0
1536980512,1,4
1536982376,2,2
1536984339,7,3
1536986191,2,7
1536988136,3,7
1536990061,7,6
1536992221,1,10
1536994360,2,8
1536996521,1,4
1536998498,3,12
1537000370,2,5
1537002290,2,7
1537004214,17,11
1537006130,2,8
1537008055,3,3
1537009964,5,8
1537011884,4,3
1537013846,2,3
1537015979,14,5
1537017880,2,2
1537019809,1,3
1537021715,7,3
1537023697,3,2
1537025564,0,7
1537027554,2,2
1537029647,1,1
1537031589,1,3
1537033476,3,3
1537035429,3,3
