DateTime,AddedIPs,RemovedIPs
1536728948,9,3
1536730847,8,11
1536732787,2,6
1536734687,11,4
1536736635,12,21
1536738530,6,38
1536740465,16,13
1536742369,9,11
1536744320,1,20
1536746243,5,10
1536748135,4,11
1536750101,4,20
1536751963,2,12
1536753880,3,8
1536755806,3,13
1536757727,4,10
1536759633,1,8
1536761565,3,2
1536763503,3,6
1536765392,4,3
1536767318,3,1
1536769261,1,1
1536771176,2,9
1536773090,3,3
1536774991,3,2
1536776932,2,7
1536778902,2,4
1536780770,2,5
1536782691,3,2
1536784585,8,2
1536786538,3,1
1536788445,6,3
1536790354,1,2
1536792265,4,10
1536794249,6,2
1536796105,6,3
1536798054,1,7
1536799972,3,5
1536801904,11,3
1536803799,10,4
1536805714,4,6
1536807704,4,6
1536809573,2,8
1536811479,3,5
1536813416,0,6
1536815341,2,10
1536817252,3,7
1536819177,2,2
1536821099,7,13
1536823258,4,12
1536825171,5,9
1536827106,1,9
1536829015,6,8
1536831156,11,4
1536833062,6,3
1536834986,8,4
1536836921,1,7
1536839087,3,4
1536841033,9,3
1536842916,4,6
1536844840,8,0
1536846792,7,2
1536848678,3,1
1536850596,3,2
1536852510,2,8
1536854496,0,1
1536856368,0,3
1536858339,0,1
1536860216,1,4
1536862120,3,3
1536864034,9,0
1536865970,3,2
1536867894,0,4
1536869807,1,3
1536871980,2,10
1536873872,4,2
1536875807,6,4
1536877714,0,6
1536879713,2,2
1536881556,25,8
1536883513,15,3
1536885432,23,3
1536887348,18,7
1536889261,22,10
1536891168,23,4
1536893068,16,5
1536895040,15,3
1536896913,16,0
1536898868,6,4
1536900758,3,0
1536902697,2,4
1536904607,6,3
1536906540,18,4
1536908498,12,4
1536910633,11,4
1536912564,10,3
1536914485,13,4
1536916374,8,7
1536918298,10,7
1536920239,15,10
1536922113,6,3
1536924082,8,8
1536925964,4,2
1536928142,7,9
1536930106,6,3
1536931978,9,8
1536933884,12,4
1536935786,14,5
1536937755,6,2
1536939907,16,4
1536941822,5,2
1536943731,4,1
1536945659,1,0
1536947577,2,1
1536949489,4,7
1536951406,7,6
1536953344,2,0
1536955292,9,0
1536957171,0,2
1536959140,0,3
1536961029,1,5
1536962937,7,2
1536964882,10,1
1536967037,3,15
1536968910,3,18
1536970866,3,13
1536972777,10,17
1536974703,3,19
1536976585,9,20
1536978513,13,19
1536980527,15,17
1536982391,6,16
1536984346,10,13
1536986197,2,2
1536988142,5,5
1536990067,2,7
1536992227,4,8
1536994366,2,17
1536996527,2,12
1536998513,4,16
1537000376,2,11
1537002297,4,13
1537004228,3,9
1537006136,6,13
1537008061,5,9
1537009970,2,11
1537011890,2,5
1537013853,1,7
1537015985,8,4
1537017898,3,12
1537019823,3,11
1537021721,3,17
1537023707,2,7
1537025569,4,12
1537027560,3,15
1537029653,12,6
1537031615,23,1
1537033482,6,2
1537035443,13,3
1537037308,5,6
1537039267,10,1
1537041180,9,9
1537043093,1,3
1537044990,4,1
1537046951,5,0
1537048950,3,2
1537050789,4,12
1537052691,3,6
1537054641,3,1
1537056551,1,2
1537058461,2,12
1537060369,1,4
1537062299,6,5
1537064212,2,8
1537066127,5,20
1537068055,1,8
1537069959,3,13
1537071897,0,3
1537073788,5,3
1537075752,3,4
1537077704,5,3
1537079580,5,1
1537081536,7,2
1537083535,4,1
1537085353,2,3
1537087262,2,5
1537089174,4,2
1537091362,2,3
1537093267,3,5
1537095161,3,3
1537097109,3,4
1537099002,4,4
1537100951,10,3
1537102894,6,5
1537104801,3,3
1537106718,6,2
1537108638,11,4
1537110553,9,2
1537112471,7,2
1537114413,1,2
1537116291,4,12
1537118219,1,22
1537120363,3,7
1537122266,8,10
1537124525,5,8
1537126364,4,6
1537128338,3,5
1537130197,10,2
1537132133,5,5
1537134036,5,2
1537136218,9,8
1537138149,10,1
1537140051,8,2
1537142202,14,3
1537144120,15,5
1537146104,9,3
1537147963,4,4
1537149888,5,2
1537151837,5,7
1537153969,6,4
1537155921,2,5
1537157814,4,1
1537159741,2,3
1537161653,4,7
1537163591,0,2
1537165491,1,5
1537167424,5,3
1537169316,1,4
1537171301,2,4
1537173178,3,3
1537175105,4,1
1537177005,5,3
1537178945,4,1
1537180880,2,4
1537182780,2,4
1537184685,5,1
1537186630,1,7
1537188551,2,3
1537190465,0,7
1537192372,4,3
1537194557,7,10
1537196700,7,9
1537198608,14,7
1537200577,30,3
1537202571,28,4
1537204851,36,4
1537206766,23,2
1537208669,30,5
1537210605,27,10
1537212552,30,2
1537214512,29,6
1537216374,20,4
1537218277,30,4
1537220229,22,6
1537222134,20,12
1537224294,21,7
1537226221,21,4
1537228142,17,7
1537230592,18,16
1537232477,12,5
1537234357,18,4
1537236287,25,3
1537238181,17,2
1537240134,15,7
1537242055,21,3
1537243953,12,4
1537245865,22,2
1537247810,19,5
1537249700,5,2
1537251638,2,3
1537253567,1,4
1537255482,2,2
1537257419,0,3
1537259323,4,2
1537261307,6,5
1537263176,6,2
1537265136,6,5
1537266981,8,3
1537268954,17,2
1537271089,7,8
1537273017,12,1
1537275165,14,2
1537277080,6,1
1537279012,8,2
1537281162,7,6
1537283080,2,6
1537285259,17,12
1537287935,10,30
1537290141,10,18
1537291983,9,10
1537293926,8,25
1537295795,5,21
1537297729,7,24
1537299627,9,31
1537301572,8,27
1537303500,5,24
1537305394,2,22
1537307321,2,18
1537309257,9,24
1537311172,6,20
1537313093,4,23
1537314996,13,11
1537317173,11,15
1537319084,4,13
1537320986,9,28
1537322931,14,18
1537324859,6,17
1537326754,11,12
1537328671,17,17
1537330613,5,14
1537332509,3,13
1537334451,8,17
1537336356,1,4
1537338289,3,2
1537340217,2,3
1537342379,2,2
1537344273,11,3
1537346085,2,1
1537347889,2,11
1537349798,3,8
1537351739,7,11
1537353685,4,16
1537355559,1,18
1537357498,5,6
1537359439,4,11
1537361314,5,12
1537363276,3,8
1537365166,3,10
1537367088,1,8
1537369004,3,5
1537371162,2,22
1537373143,3,14
1537374997,8,15
1537376928,8,12
1537378837,2,12
1537380764,6,7
1537382698,3,6
1537384607,1,7
1537386523,10,7
1537388446,18,14
1537390365,0,6
1537392279,2,5
1537394198,3,2
1537396113,12,7
1537398143,16,4
1537399970,8,6
1537401897,2,19
1537403804,2,8
1537405737,4,7
1537407651,4,6
1537409562,8,16
1537411474,22,6
1537413400,11,14
1537415350,6,16
1537417244,17,5
1537419178,25,5
1537421101,13,7
1537423033,9,1
1537424913,4,1
1537426915,7,5
1537428763,4,1
1537430735,7,14
1537432852,4,6
1537434779,3,4
1537436676,7,5
1537438621,6,8
1537440520,2,1
1537442464,3,3
1537444386,1,9
1537446298,2,2
1537448214,5,5
1537450112,6,3
1537452114,7,7
1537453978,7,2
1537455894,5,2
1537457814,4,3
1537459770,1,4
1537461683,5,5
1537463567,2,8
1537465504,4,3
1537467421,6,7
1537469318,1,2
1537471255,6,1
1537473160,4,15
1537475101,4,16
1537477002,1,1
1537478910,3,1
1537480917,0,8
1537482765,3,15
1537484679,1,11
1537486614,2,7
1537488525,1,4
1537490444,3,4
1537492363,7,2
1537494281,2,3
1537496237,4,11
1537498113,10,22
1537500063,9,11
1537502011,11,6
1537503887,8,18
1537505798,12,24
1537507738,14,19
1537509695,6,8
1537511566,4,3
1537513486,8,6
1537515411,6,5
1537517353,13,7
1537519255,5,3
1537521437,7,3
1537523353,10,6
1537525274,13,5
1537527181,10,4
1537529106,11,2
1537531009,5,2
1537532933,2,4
1537534901,2,8
1537536777,5,6
1537538717,1,6
1537540624,1,5
1537542551,4,7
1537544448,2,0
1537546618,4,3
1537548762,5,3
1537550689,4,3
1537552587,2,3
1537554524,8,3
1537556464,2,2
1537558372,3,4
1537560318,4,4
1537562192,1,1
1537564141,20,4
1537566049,19,4
1537567969,18,2
1537569869,7,3
1537571818,2,3
