DateTime,Entries,UniqueIPs
1536730815,2500,2500
1536732756,2526,2526
1536734658,2549,2549
1536736605,2585,2585
1536738505,2602,2602
1536740414,2627,2627
1536742337,2621,2621
1536744274,2626,2626
1536746195,2628,2628
1536748100,1548,1548
1536750031,2063,2063
1536751947,2074,2074
1536753863,2084,2084
1536755788,2104,2104
1536757697,2117,2117
1536759615,2146,2146
1536761543,2165,2165
1536763470,2182,2182
1536765374,2215,2215
1536767307,2225,2225
1536769240,2226,2226
1536771148,2241,2241
1536773070,2249,2249
1536774979,2268,2268
1536776907,2279,2279
1536778837,2292,2292
1536780752,2289,2289
1536782671,2294,2294
1536784573,2291,2291
1536786519,2284,2284
1536788427,2270,2270
1536790344,2236,2236
1536792254,2225,2225
1536794205,2686,2686
1536796095,2694,2694
1536798037,2704,2704
1536799955,2715,2715
1536801883,2732,2732
1536803782,2759,2759
1536805696,2770,2770
1536807640,2782,2782
1536809556,2792,2792
1536811467,2810,2810
1536813399,2830,2830
1536815322,2833,2833
1536817233,2838,2838
1536819151,2851,2851
1536821079,2843,2843
1536823232,2850,2850
1536825149,2856,2856
1536827067,2851,2851
1536828996,2828,2828
1536831143,2808,2808
1536833052,1488,1488
1536834968,1493,1493
1536836903,2181,2181
1536839060,2191,2191
1536841002,2210,2210
1536842895,2216,2216
1536844821,2225,2225
1536846763,2224,2224
1536848659,2229,2229
1536850577,2237,2237
1536852490,2233,2233
1536854429,2221,2221
1536856343,2207,2207
1536858273,2190,2190
1536860197,2174,2174
1536862096,2152,2152
1536864013,2127,2127
1536865936,2103,2103
1536867869,2076,2076
1536869783,2047,2047
1536871952,2037,2037
1536873855,2005,2005
1536875784,1977,1977
1536877695,1971,1971
1536879671,2598,2598
1536881537,2589,2589
1536883484,2586,2586
1536885407,2589,2589
1536887325,2584,2584
1536889230,2588,2588
1536891153,2600,2600
1536893053,2605,2605
1536895018,2603,2603
1536896898,2602,2602
1536898842,2583,2583
1536900743,2565,2565
1536902680,2557,2557
1536904585,2532,2532
1536906517,2514,2514
1536908441,2494,2494
1536910599,2472,2472
1536912525,2452,2452
1536914439,2449,2449
1536916348,2434,2434
1536918260,2417,2417
1536920198,1157,1157
1536922096,1167,1167
1536924041,1768,1768
1536925941,1778,1778
1536928114,1791,1791
1536930056,1795,1795
1536931954,1793,1793
1536933865,1786,1786
1536935770,1801,1801
1536937724,1806,1806
1536939882,1829,1829
1536941791,1839,1839
1536943704,1854,1854
1536945617,1860,1860
1536947561,1879,1879
1536949457,1907,1907
1536951393,1929,1929
1536953318,1921,1921
1536955237,1913,1913
1536957146,1910,1910
1536959082,1923,1923
1536960997,1942,1942
1536962904,1946,1946
1536965320,1948,1948
1536967461,2471,2471
1536969386,2480,2480
1536971299,2491,2491
1536973240,2497,2497
1536975144,2486,2486
1536977080,2483,2483
1536978986,2475,2475
1536980927,2485,2485
1536982820,2488,2488
1536984743,2479,2479
1536986655,2482,2482
1536988595,2483,2483
1536990494,2485,2485
1536992659,2495,2495
1536994582,2496,2496
1536996501,2478,2478
1536998437,2473,2473
1537000348,2472,2472
1537002269,2475,2475
1537004186,2475,2475
1537006096,1561,1561
1537008030,1561,1561
1537009945,2069,2069
1537011863,2094,2094
1537013827,2104,2104
1537015962,2111,2111
1537017862,2105,2105
1537019784,2094,2094
1537021696,2086,2086
1537023638,2085,2085
